ContractId,CustomerId,ComplaintId,ContractDescription,ContractAmount,CurrencyCode,ContractEffectiveDate,ContractEndDate,ContractTerm,SLASchemeId,CustomerSegment,,,
42-1486942,1891614,1593677,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,1500,INR,2022-05-04,2021-05-21,12 Months,#ff1ae1,Empty,,,
78-5789700,1685016,1453603,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,1500,INR,2020-07-10,2020-08-08,1 Months,#5b8ba3,Empty,,,
72-3029521,1656238,2151380,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,950,INR,2020-08-04,2022-10-10,27 Months,#b94600,Empty,,,
36-7297775,1444375,2330306,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,1500,INR,2022-09-10,2022-06-17,3 Months,#cb1ef3,Empty,,,
28-2840076,1148952,1021350,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,1500,INR,2022-10-15,2021-05-25,17 Months,#d31c9f,Empty,,,
86-1935951,1397248,1921484,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,950,INR,2022-07-30,2022-08-03,0 Months,#1f09b6,Empty,,,
15-9514695,1513777,2426136,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,650,INR,2023-10-08,2019-08-04,51 Months,#7ba787,Empty,,,
09-2767298,1352424,2423941,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,350,INR,2022-11-10,2019-08-18,39 Months,#7f009e,Empty,,,
08-8426816,1585697,2136188,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,950,INR,2020-10-04,2022-05-25,20 Months,#6a9b0e,Empty,,,
64-0977723,1552427,2446816,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,1500,INR,2020-11-30,2022-02-16,15 Months,#b3ab95,Empty,,,
56-3050803,1194650,1846469,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,1500,INR,2021-03-18,2020-11-11,4 Months,#e472a8,Empty,,,
23-7013581,1516910,665708,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,1500,INR,2023-04-16,2020-11-03,30 Months,#ab51ab,Empty,,,
23-8758420,1847834,1918804,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,1500,INR,2022-08-18,2022-04-29,4 Months,#fbf771,Empty,,,
89-7511993,1647128,1650911,lacus purus aliquet at feugiat non pretium quis lectus suspendisse,950,INR,2023-06-27,2021-05-24,25 Months,#d19d12,Empty,,,
38-1872458,1232944,2027079,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,1500,INR,2020-11-30,2020-01-11,11 Months,#788a91,Empty,,,
47-0765183,1310758,1349996,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,1500,INR,2023-02-11,2020-12-31,26 Months,#b2dd78,Empty,,,
36-0647243,1650945,1839089,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,1500,INR,2021-03-06,2021-10-22,8 Months,#aac258,Empty,,,
99-0905073,1193039,1420292,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,950,INR,2022-09-10,2020-11-14,22 Months,#f8e582,Empty,,,
08-4096693,1753115,210633,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,350,INR,2023-06-30,2020-04-24,39 Months,#6545f1,Empty,,,
04-5245265,1799149,606569,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,1500,INR,2022-12-02,2021-11-05,13 Months,#b54217,Empty,,,
36-0389198,1152260,2319754,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,1500,INR,2021-09-17,2022-08-08,11 Months,#12a947,Empty,,,
33-7647748,1522384,396914,neque sapien placerat ante nulla justo aliquam quis turpis eget,350,INR,2023-04-15,2019-04-16,49 Months,#7a31f9,Empty,,,
20-3580845,1826417,357962,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,1500,INR,2022-04-27,2020-12-09,17 Months,#1536a2,Empty,,,
25-3077221,1860196,107038,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,650,INR,2022-01-21,2020-02-07,24 Months,#bbd727,Empty,,,
90-1694027,1832835,1945608,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,950,INR,2022-06-19,2021-07-08,12 Months,#4fd57b,Empty,,,
53-9392442,1268091,2222911,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,950,INR,2021-01-05,2020-01-07,12 Months,#9786c5,Empty,,,
98-1596753,1755105,2478109,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,350,INR,2022-11-28,2020-05-28,30 Months,#f8aa12,Empty,,,
81-9808389,1769868,346913,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,1500,INR,2022-12-30,2021-03-05,22 Months,#6b87f6,Empty,,,
50-9106946,1243419,2241272,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,1500,INR,2022-09-18,2020-08-05,26 Months,#2f4aea,Empty,,,
63-4007273,1131444,2425528,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,950,INR,2023-02-21,2020-04-26,34 Months,#b5cc18,Empty,,,
33-8922670,1844436,2424184,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,350,INR,2020-06-05,2019-12-29,5 Months,#c90e9d,Empty,,,
83-2286771,1856693,1756470,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,950,INR,2022-05-30,2020-12-20,18 Months,#c9db5b,Empty,,,
52-3278072,1405233,1312648,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,950,INR,2023-02-11,2022-05-14,9 Months,#dd24fa,Empty,,,
00-8849143,1442483,423105,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,1500,INR,2021-03-11,2019-08-25,19 Months,#e04b4c,Empty,,,
60-4971018,1761078,1324467,consequat in consequat ut nulla sed accumsan felis ut at dolor quis,350,INR,2023-08-12,2019-11-28,45 Months,#eb6726,Empty,,,
81-2416930,1838488,2416121,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,350,INR,2021-01-08,2020-08-19,5 Months,#3c501a,Empty,,,
59-2482393,1379318,1310721,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,350,INR,2022-09-03,2020-03-01,31 Months,#d45f2c,Empty,,,
47-3701266,1688183,1415666,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,950,INR,2020-07-02,2022-04-14,22 Months,#5aab65,Empty,,,
10-5568149,1340983,1435290,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,950,INR,2021-08-01,2022-09-21,14 Months,#0dc4ad,Empty,,,
54-6317919,1163798,101600,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,650,INR,2023-07-14,2021-02-03,30 Months,#5dcc69,Empty,,,
84-1337543,1225433,68750,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,1500,INR,2022-02-14,2019-06-03,33 Months,#6e1202,Empty,,,
02-8352640,1563134,2412732,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,1500,INR,2021-01-05,2022-07-05,18 Months,#8bc976,Empty,,,
94-0724785,1559877,2490912,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,350,INR,2023-01-20,2019-07-16,43 Months,#ddef4a,Empty,,,
70-4272152,1437216,1997875,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,950,INR,2021-02-12,2019-10-24,16 Months,#c1ea0a,Empty,,,
58-9043238,1347244,1946369,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,950,INR,2020-07-09,2021-01-01,6 Months,#cd1e41,Empty,,,
45-9099787,1124063,1809977,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,950,INR,2022-02-13,2022-05-20,3 Months,#3d687c,Empty,,,
65-6577499,1395426,1066579,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,1500,INR,2022-02-19,2021-10-26,4 Months,#15cbf8,Empty,,,
21-4954384,1313483,493909,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,950,INR,2022-07-17,2022-01-30,6 Months,#2529b9,Empty,,,
91-9545400,1704941,955756,ultrices vel augue vestibulum ante ipsum primis in faucibus orci,950,INR,2020-05-13,2022-07-02,26 Months,#3f8cc4,Empty,,,
45-3558767,1420165,2356704,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,350,INR,2023-03-05,2019-04-21,47 Months,#e89038,Empty,,,
41-5390973,1600427,1584312,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,350,INR,2022-01-11,2021-02-16,11 Months,#4caeb4,Empty,,,
45-4469689,1722344,1884366,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,350,INR,2023-10-21,2021-09-22,25 Months,#9cd573,Empty,,,
51-3353443,1535647,115677,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,950,INR,2021-08-21,2022-02-25,6 Months,#5d78e7,Empty,,,
86-3761238,1774831,2094920,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,1500,INR,2022-03-14,2022-04-04,1 Months,#28b5c3,Empty,,,
71-5467655,1385836,2242023,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,350,INR,2023-09-23,2022-06-04,16 Months,#3ff5c0,Empty,,,
19-2977601,1211897,889395,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,650,INR,2023-04-23,2022-04-21,12 Months,#b06ca5,Empty,,,
92-3839968,1241781,2308836,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,950,INR,2023-01-23,2021-12-27,13 Months,#667181,Empty,,,
41-0414157,1538187,1029119,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,350,INR,2020-10-20,2022-03-27,17 Months,#65bb51,Empty,,,
93-1745834,1770099,555469,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,1500,INR,2023-05-03,2019-11-16,42 Months,#b2bf9c,Empty,,,
94-1473372,1246068,2408022,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,950,INR,2022-10-08,2022-08-01,2 Months,#5ac1a0,Empty,,,
78-7632477,1738925,1794874,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,350,INR,2020-07-26,2019-10-10,10 Months,#0011b0,Empty,,,
81-4888205,1546660,1518155,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,950,INR,2023-02-07,2020-09-06,29 Months,#62d4ce,Empty,,,
91-4595509,1363538,91737,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,950,INR,2020-07-06,2021-05-08,10 Months,#48a5e8,Empty,,,
49-5458980,1173975,2012555,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,950,INR,2023-06-21,2022-03-08,16 Months,#d58bdb,Empty,,,
49-0265468,1527645,301870,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,650,INR,2022-05-20,2022-03-17,2 Months,#87597e,Empty,,,
59-9308061,1269451,722180,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,1500,INR,2020-09-29,2021-05-18,8 Months,#afea38,Empty,,,
19-1337067,1635930,1201801,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,950,INR,2022-04-17,2022-01-09,3 Months,#5be416,Empty,,,
39-3372921,1443537,1871111,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,1500,INR,2020-04-04,2020-09-14,5 Months,#e10197,Empty,,,
96-2566496,1366526,126005,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,950,INR,2022-10-05,2019-05-23,41 Months,#3c510c,Empty,,,
96-2106322,1492566,2428039,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,1500,INR,2022-11-30,2022-01-18,11 Months,#82495f,Empty,,,
59-2268320,1212992,1719215,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,350,INR,2021-03-01,2021-08-04,5 Months,#d1a18d,Empty,,,
94-4607022,1449219,2277131,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,650,INR,2023-01-18,2022-06-27,7 Months,#340e13,Empty,,,
88-0043729,1113782,1118464,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,1500,INR,2021-01-15,2020-12-13,1 Months,#a81c9f,Empty,,,
95-5769109,1127014,1997215,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,950,INR,2022-11-09,2019-12-20,35 Months,#35496f,Empty,,,
06-3378910,1730202,1992310,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,950,INR,2022-08-18,2019-05-08,40 Months,#d429d2,Empty,,,
08-7105984,1831874,1941780,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,1500,INR,2022-07-12,2022-10-25,4 Months,#94260d,Empty,,,
53-6060789,1839770,7887,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,650,INR,2022-12-04,2020-11-19,25 Months,#208b3f,Empty,,,
07-0640844,1397184,1415737,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,350,INR,2020-04-15,2021-09-13,17 Months,#dc6559,Empty,,,
77-9403171,1893558,805238,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,1500,INR,2023-05-19,2022-03-09,15 Months,#f0bad3,Empty,,,
16-5492605,1392044,1599986,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,650,INR,2022-12-04,2022-02-27,9 Months,#40f77c,Empty,,,
00-0263842,1658501,610223,dui maecenas tristique est et tempus semper est quam pharetra magna ac,350,INR,2022-07-09,2019-10-21,33 Months,#461e1b,Empty,,,
65-4732309,1749671,1214733,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,950,INR,2021-05-16,2022-01-17,8 Months,#c59f13,Empty,,,
12-4845111,1497135,1310946,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,1500,INR,2022-12-03,2019-09-18,39 Months,#7686f2,Empty,,,
43-6581881,1742101,722527,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,950,INR,2023-04-11,2021-09-07,19 Months,#53f7df,Empty,,,
77-5976100,1674059,2156955,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,650,INR,2020-06-15,2022-08-14,26 Months,#9eee71,Empty,,,
78-0596405,1507864,2239437,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,350,INR,2021-08-22,2022-07-24,11 Months,#7cf3d9,Empty,,,
31-9671739,1191977,325077,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,950,INR,2021-04-12,2020-10-22,6 Months,#84e974,Empty,,,
65-8798923,1572898,1160998,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,1500,INR,2020-07-20,2022-06-24,23 Months,#88f5c2,Empty,,,
03-7427781,1193436,1263989,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,350,INR,2021-08-03,2022-10-17,15 Months,#d2eb7f,Empty,,,
97-7087845,1182073,983744,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,350,INR,2022-01-13,2019-12-03,26 Months,#f93cac,Empty,,,
26-8053027,1424965,1970118,in sagittis dui vel nisl duis ac nibh fusce lacus purus,950,INR,2023-01-08,2020-04-25,33 Months,#8ddc87,Empty,,,
94-9666221,1608183,1294716,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,350,INR,2021-12-31,2022-01-19,1 Months,#761e30,Empty,,,
62-7731166,1473941,2310273,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,350,INR,2023-07-14,2021-11-28,20 Months,#918430,Empty,,,
18-2515232,1540515,1148165,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,1500,INR,2020-12-17,2021-04-03,4 Months,#76c2ac,Empty,,,
02-9851858,1318823,1155878,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,1500,INR,2023-05-31,2021-01-31,28 Months,#189609,Empty,,,
40-5525899,1545574,1092546,ornare consequat lectus in est risus auctor sed tristique in tempus,1500,INR,2020-09-25,2022-04-30,19 Months,#3fae67,Empty,,,
38-2223676,1408229,1268064,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,950,INR,2020-12-31,2020-05-07,8 Months,#e271b2,Empty,,,
36-5527622,1605868,316116,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,1500,INR,2021-08-10,2022-04-25,9 Months,#930a40,Empty,,,
04-3353578,1176865,1790128,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,1500,INR,2023-10-19,2020-07-29,39 Months,#faf152,Empty,,,
23-3816658,1806619,2335116,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,950,INR,2020-05-29,2022-02-24,21 Months,#b11685,Empty,,,
05-0214083,1273483,553106,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,950,INR,2021-05-03,2020-11-01,6 Months,#b25a4b,Empty,,,
38-8321637,1754537,2417442,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,1500,INR,2023-07-27,2022-06-25,13 Months,#950671,Empty,,,
12-9922302,1419059,2397316,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,350,INR,2022-06-07,2020-01-05,29 Months,#472461,Empty,,,
33-1028423,1141822,1921291,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,350,INR,2022-05-28,2022-09-27,4 Months,#135d7b,Empty,,,
75-0117451,1825588,431811,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,350,INR,2021-01-20,2021-11-17,10 Months,#fc2971,Empty,,,
58-1865609,1426103,385206,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,650,INR,2023-06-04,2020-03-11,39 Months,#eb9423,Empty,,,
73-8910028,1227016,867454,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,950,INR,2021-12-06,2019-12-03,24 Months,#9a59f3,Empty,,,
81-5062724,1750981,1981149,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,650,INR,2023-04-07,2019-10-16,42 Months,#bf93c1,Empty,,,
91-0254801,1805732,2422048,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,650,INR,2020-12-18,2021-03-22,3 Months,#26f835,Empty,,,
25-0730070,1144294,740746,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,1500,INR,2021-05-20,2021-06-30,1 Months,#0483b7,Empty,,,
90-7439334,1476733,2324933,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,1500,INR,2020-09-02,2021-11-04,14 Months,#32397b,Empty,,,
13-7002791,1331656,1666956,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,350,INR,2022-12-20,2021-01-06,24 Months,#226fec,Empty,,,
93-5404546,1377901,1430999,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,1500,INR,2023-07-23,2020-09-30,34 Months,#ce5a07,Empty,,,
88-5608487,1213250,1193590,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,950,INR,2022-10-24,2020-12-28,22 Months,#35fffc,Empty,,,
32-4967676,1787350,1898052,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,950,INR,2023-08-23,2022-08-05,13 Months,#c93260,Empty,,,
72-0668569,1488941,15718,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,1500,INR,2021-09-05,2021-10-18,1 Months,#8a2674,Empty,,,
98-5863991,1435055,209482,aliquam erat volutpat in congue etiam justo etiam pretium iaculis,1500,INR,2020-04-03,2022-04-20,25 Months,#53260b,Empty,,,
62-3054202,1471101,180809,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,950,INR,2022-08-02,2020-04-26,28 Months,#7f31cf,Empty,,,
19-3571799,1312020,1990262,quis orci eget orci vehicula condimentum curabitur in libero ut massa,650,INR,2021-04-18,2020-05-13,11 Months,#609841,Empty,,,
87-2807409,1511094,2105627,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,1500,INR,2021-05-03,2022-09-25,17 Months,#3abb43,Empty,,,
14-3465084,1703409,1077298,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,950,INR,2022-09-07,2021-02-25,19 Months,#8c2345,Empty,,,
81-2317883,1663400,203381,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,950,INR,2020-10-17,2019-12-17,10 Months,#0f49b1,Empty,,,
94-9800892,1632577,2090442,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,650,INR,2022-08-12,2020-12-25,20 Months,#87da33,Empty,,,
31-7390722,1711334,1230586,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,650,INR,2023-03-07,2019-11-20,40 Months,#1b5941,Empty,,,
73-6375989,1820644,540480,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,650,INR,2021-03-18,2019-08-27,19 Months,#0442cc,Empty,,,
99-7055740,1633625,1630052,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,650,INR,2022-11-19,2019-09-12,39 Months,#7f647d,Empty,,,
62-6417756,1493373,865823,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,350,INR,2023-09-15,2019-11-29,46 Months,#5cb882,Empty,,,
25-1022303,1140091,2037508,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,350,INR,2023-07-12,2019-08-01,48 Months,#911726,Empty,,,
98-2964310,1530567,561908,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,1500,INR,2023-08-20,2020-01-03,44 Months,#778e15,Empty,,,
38-4610594,1560648,151614,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,350,INR,2022-04-09,2019-07-27,33 Months,#ecc365,Empty,,,
62-7757997,1835901,2011939,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,1500,INR,2023-06-23,2019-09-20,46 Months,#884871,Empty,,,
63-0222736,1446865,349856,tristique est et tempus semper est quam pharetra magna ac,350,INR,2023-02-19,2022-01-16,13 Months,#afd875,Empty,,,
11-6305618,1159806,1569469,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,350,INR,2020-05-26,2019-05-10,13 Months,#6b3ffa,Empty,,,
73-5950848,1198484,1467408,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,950,INR,2022-08-10,2021-07-21,13 Months,#d4626f,Empty,,,
69-2091073,1900089,480930,tristique est et tempus semper est quam pharetra magna ac consequat,650,INR,2020-12-22,2021-07-19,7 Months,#6f8754,Empty,,,
66-6375624,1466824,776401,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,950,INR,2021-03-30,2021-01-30,2 Months,#220c9b,Empty,,,
36-2148262,1428226,1593704,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,1500,INR,2021-05-08,2020-02-04,15 Months,#d3d300,Empty,,,
52-1377557,1590101,1943648,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,950,INR,2021-09-06,2022-04-14,7 Months,#15c9cf,Empty,,,
83-2592393,1655095,178799,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,1500,INR,2022-03-16,2020-07-29,20 Months,#834206,Empty,,,
11-4702382,1221103,1793891,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,350,INR,2021-08-26,2021-07-03,2 Months,#80e91e,Empty,,,
50-8977416,1660809,1575170,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,650,INR,2022-04-08,2021-10-10,6 Months,#368851,Empty,,,
84-3547370,1221118,1487386,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,950,INR,2022-10-04,2021-10-14,12 Months,#0e4bf9,Empty,,,
23-2883911,1462188,1471376,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,650,INR,2022-03-22,2020-12-22,15 Months,#2fe4b3,Empty,,,
95-0961481,1461535,1120560,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,950,INR,2022-04-13,2019-10-11,31 Months,#8cbba9,Empty,,,
23-0029324,1587786,1435962,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,650,INR,2020-04-11,2021-11-11,19 Months,#edb014,Empty,,,
83-5590720,1565522,1888262,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,950,INR,2020-07-07,2020-07-18,0 Months,#b97281,Empty,,,
38-6987942,1813841,1172448,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,350,INR,2021-04-03,2020-02-11,14 Months,#468406,Empty,,,
90-5736397,1393314,1409445,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,650,INR,2021-11-24,2020-07-08,17 Months,#cc24c7,Empty,,,
