PartnerId,CustomerId,AssetId,DeviceId,DeviceType,Platform,ContentType,PremiumContent
12-1050274,1704941,92-5798016,157.54.61.250/2,mobile,sony liv,Drama,NO
79-9889161,1420165,06-5797603,94.246.128.134/30,tv,sony liv,Action|Adventure|Comedy|Crime|Romance|Thriller,NO
43-3126703,1600427,19-4712559,243.111.232.105/20,mobile,hotstar,Sci-Fi|Thriller,YES
86-9466094,1722344,42-4067932,144.185.92.46/14,tab,hotstar,Drama|Romance,YES
38-9194438,1535647,88-2243051,205.155.149.238/17,tv,sony liv,Fantasy|Horror,NO
46-4498675,1774831,83-7042830,129.103.91.199/25,tv,sony liv,Comedy|Drama|Musical,NO
67-3676170,1385836,39-5588492,89.145.173.115/8,tab,sony liv,Action|Horror|Thriller,NO
87-9512088,1211897,66-2249845,115.129.63.63/14,tv,hotstar,Sci-Fi,YES
75-8717249,1241781,94-2864206,124.21.62.7/13,tab,sony liv,Comedy|Horror,NO
67-9729261,1538187,81-7347018,68.203.251.11/26,tv,sony liv,Horror|Sci-Fi|Thriller,NO
67-8096128,1770099,85-7147367,35.132.210.244/3,mobile,hotstar,Crime|Drama,YES
48-3621775,1246068,96-0190625,9.45.99.29/1,tv,hotstar,Crime|Horror|Mystery|Thriller,YES
68-0109056,1738925,84-9071855,29.114.41.103/12,laptop,hotstar,Documentary,YES
66-7191104,1546660,93-6296188,137.167.137.235/26,mobile,sony liv,Crime|Thriller,NO
60-2261910,1363538,31-6782987,135.226.173.227/25,tab,hotstar,Drama,YES
13-3813035,1173975,79-2950541,192.149.158.164/25,mobile,sony liv,Comedy|Musical,NO
45-1196672,1527645,77-0981954,135.26.70.17/25,mobile,hotstar,Comedy,YES
52-4324351,1269451,58-0381558,187.222.185.83/23,tv,hotstar,Comedy|Drama|Romance,YES
61-5200539,1635930,92-4210923,29.66.83.229/8,tv,hotstar,Drama|Fantasy|Romance,YES
90-5807108,1443537,53-6063320,237.224.148.252/11,tv,sony liv,Drama|War,NO
09-5415792,1366526,54-4155339,200.5.4.229/29,tv,hotstar,Drama,YES
23-4025324,1492566,67-7130314,5.125.50.165/19,mobile,sony liv,Drama|Sci-Fi|Thriller,NO
00-0782927,1212992,81-0684490,244.225.121.227/9,mobile,sony liv,Drama,NO
05-9696555,1449219,52-7023822,156.219.20.131/3,tv,sony liv,Action|Crime|Thriller,NO
91-4901840,1113782,42-8690886,119.11.170.241/14,mobile,hotstar,Adventure|Drama,YES
75-2478622,1127014,44-9621654,116.200.222.159/24,tv,sony liv,Drama,NO
57-5407679,1730202,63-4853646,28.249.81.34/12,mobile,sony liv,Crime|Drama|Thriller,NO
52-0198787,1831874,65-1896410,198.158.100.85/9,tv,sony liv,Comedy|Drama|Romance,NO
52-7994412,1839770,67-7240471,107.71.35.200/7,tv,hotstar,Comedy|War,YES
39-2918773,1397184,62-9557473,132.7.35.128/6,mobile,hotstar,Action|Fantasy|Horror,YES
57-8336006,1893558,47-0412411,57.158.75.40/23,tv,hotstar,Drama|Romance,YES
53-4174755,1392044,49-1838431,133.194.82.145/18,tv,hotstar,Comedy|War,YES
47-9974504,1658501,30-4356985,144.246.42.196/14,tv,hotstar,Comedy|Romance,YES
02-9443711,1749671,62-8686332,176.238.33.207/11,laptop,sony liv,Comedy,NO
24-6437245,1497135,66-4021162,231.87.162.81/6,tv,hotstar,Drama,YES
63-6544186,1742101,99-9257750,237.136.150.94/30,tv,sony liv,Action|Crime|Drama,NO
61-1958767,1674059,92-6583014,128.205.107.86/31,tv,sony liv,Horror,NO
80-9737316,1507864,89-6883437,99.22.167.241/25,tv,hotstar,Children|Comedy|Crime|Drama,YES
34-2457803,1191977,77-8725920,83.12.100.223/20,tv,sony liv,Romance|Thriller,NO
12-7449114,1572898,32-1829438,52.10.221.222/2,mobile,sony liv,Horror,NO
55-3909576,1193436,44-3120530,110.213.166.24/31,mobile,hotstar,Action|Comedy|Crime|Drama,YES
96-1926166,1182073,21-7537150,237.120.67.145/5,tab,sony liv,Adventure|Drama|Fantasy|Horror|Sci-Fi,NO
16-3129968,1424965,52-4118656,59.74.5.122/15,tab,hotstar,Action|Comedy|Thriller,YES
75-5516811,1608183,38-8965603,121.120.239.59/3,tv,hotstar,Documentary,YES
40-5853203,1473941,57-7191853,30.76.196.211/8,tv,hotstar,Horror,YES
09-0572266,1540515,46-5877797,146.173.67.106/9,mobile,hotstar,Comedy,YES
53-0076136,1318823,80-3026974,196.64.184.103/16,tv,sony liv,Animation|Horror,NO
45-9331876,1545574,97-3049173,181.209.250.17/22,mobile,sony liv,Drama|Romance,NO
30-7275816,1408229,92-2340367,35.216.254.130/3,tab,hotstar,Comedy|Romance,YES
05-9698867,1605868,79-4168141,188.206.217.85/30,tv,hotstar,Comedy|Drama,YES
55-5086772,1176865,26-6206849,156.196.124.216/11,tv,sony liv,Comedy|Romance,NO
32-9816110,1806619,99-7716667,240.107.94.190/19,tv,sony liv,Action|Romance,NO
66-4754503,1273483,69-2163365,169.12.235.191/11,mobile,sony liv,Drama,NO
15-5307087,1754537,66-3122480,238.106.99.198/16,mobile,hotstar,Action|Adventure|Comedy|Crime|Thriller,YES
92-5732962,1419059,19-5239188,62.190.106.86/21,mobile,sony liv,Drama|Romance,NO
06-1660742,1141822,55-4348297,181.0.130.180/24,tab,sony liv,Drama|Romance,NO
76-6912495,1825588,39-5795432,254.191.164.207/2,tab,hotstar,Horror|Romance|Thriller,YES
16-4812001,1426103,91-1288246,171.129.250.195/16,tv,sony liv,Comedy|Drama|Musical,NO
09-2838397,1227016,54-0116105,137.38.54.50/7,tv,hotstar,Drama,YES
34-7923535,1750981,74-3615152,67.248.0.125/8,tv,sony liv,War,NO
07-2302812,1805732,37-1771423,182.17.31.195/4,mobile,sony liv,Action|Drama|Horror,NO
36-0282127,1144294,85-8678033,51.150.99.245/3,tv,hotstar,Comedy|Crime|Drama,YES
31-8218398,1476733,58-5504022,144.117.78.197/15,tv,hotstar,Documentary,YES
27-8763900,1331656,38-4582799,43.222.192.220/6,tv,hotstar,Children|Mystery|Sci-Fi,YES
36-1382061,1377901,08-8583012,141.123.244.192/14,tab,sony liv,Action|Comedy,NO
47-3235848,1213250,20-5815348,124.95.147.49/8,tab,hotstar,Documentary,YES
45-9584026,1787350,29-9194748,158.108.13.145/3,tv,hotstar,Drama|Romance,YES
19-1927295,1488941,39-2396067,165.205.174.133/20,tv,hotstar,Action|Horror|Sci-Fi,YES
97-1341609,1435055,69-7603524,195.138.111.56/6,tv,hotstar,Drama|Film-Noir|Horror|Mystery,YES
73-9569977,1471101,77-0944685,102.49.212.100/29,tab,sony liv,Comedy,NO
92-9372682,1312020,15-7136816,195.25.15.65/11,tv,sony liv,Action|Adventure|Fantasy,NO
93-1460215,1511094,28-3022848,106.199.13.142/15,tab,sony liv,Drama,NO
87-3395865,1703409,10-8027689,33.15.123.127/18,tv,hotstar,Drama,YES
87-5932167,1663400,19-6564333,115.65.252.155/21,tv,sony liv,Documentary,NO
22-8853933,1632577,88-9655179,29.232.158.225/27,mobile,hotstar,Animation|Children|Fantasy|Musical|Romance|IMAX,YES
54-1470998,1711334,21-3328465,131.210.239.6/4,tv,sony liv,Documentary,NO
30-1687227,1820644,64-9304605,120.119.167.29/6,tv,hotstar,Drama|Romance,YES
38-1837693,1633625,68-6120483,156.208.214.170/12,tab,sony liv,Action|Adventure|Sci-Fi|Thriller|War,NO
25-4664578,1493373,24-4030394,156.4.220.227/29,tv,sony liv,Crime|Drama,NO
06-5108006,1140091,19-5983700,55.107.127.99/8,mobile,hotstar,Action|Sci-Fi,YES
23-3380550,1530567,84-6361311,112.129.205.110/17,mobile,hotstar,Comedy,YES
56-6029842,1560648,74-3393832,20.170.98.120/27,tv,sony liv,Action,NO
25-3629814,1835901,41-2785411,229.135.249.153/2,tv,hotstar,Drama,YES
85-9925197,1446865,04-8370195,182.106.72.29/10,tv,sony liv,Drama,NO
02-7869533,1159806,94-8760109,84.204.23.67/13,tv,sony liv,Drama|Romance,NO
93-7313185,1198484,09-2591760,212.3.67.3/27,mobile,hotstar,Thriller,YES
60-1328559,1900089,96-0682919,191.70.110.56/7,tv,hotstar,Comedy,YES
97-2334122,1466824,78-6717726,96.139.237.224/13,mobile,sony liv,Drama,NO
74-6363815,1428226,98-9612808,230.222.241.213/4,tv,hotstar,Drama|Romance,YES
83-3812672,1590101,14-0120014,174.150.6.157/29,tv,hotstar,Drama|Romance,YES
60-2456905,1655095,89-1310776,158.144.64.202/21,tv,sony liv,Action|Drama,NO
92-1742090,1221103,61-0021233,91.34.190.250/16,laptop,hotstar,Comedy|Drama|Romance,YES
63-4477122,1660809,94-1496116,82.40.182.13/8,tv,hotstar,Drama,YES
80-9265836,1221118,92-4552736,46.249.70.95/22,tv,hotstar,Drama,YES
86-5057244,1462188,67-3291294,89.239.59.245/19,tab,hotstar,Drama|Horror|Thriller,YES
97-1992869,1461535,33-1510140,167.183.228.36/14,tab,hotstar,Crime|Drama,YES
86-5441568,1587786,73-7509358,236.51.136.182/30,mobile,hotstar,Drama|Thriller,YES
92-0385109,1565522,23-6871414,98.223.185.173/6,tv,hotstar,Comedy|Fantasy,YES
20-6835668,1813841,25-3864392,86.91.63.224/29,mobile,hotstar,Action|Comedy|Crime|Drama|Musical|Romance,YES
73-6628162,1393314,60-8075525,106.60.199.36/16,tv,sony liv,Drama,NO
84-3405340,1121764,36-0268983,73.118.32.86/19,tv,hotstar,Comedy|Romance,YES
60-5226132,1147492,27-1031369,190.59.52.23/13,laptop,sony liv,Comedy|Crime,NO
29-8003072,1174819,34-3266203,104.65.27.255/21,tv,sony liv,Drama,NO
38-4053228,1623240,61-6315287,45.158.223.135/13,tv,hotstar,Drama,YES
84-2868487,1766191,38-4319175,97.76.98.133/17,tv,hotstar,Comedy|Drama,YES
59-4787773,1437656,69-4965808,58.43.146.58/5,tv,sony liv,Drama,NO
56-7907327,1225095,78-3798237,201.132.194.155/25,tv,hotstar,Drama,YES
90-8475695,1755656,50-4644630,174.110.76.154/31,tv,hotstar,Comedy,YES
33-5936273,1143716,09-2607867,163.44.145.19/2,mobile,sony liv,Crime|Thriller,NO
15-5298035,1465874,31-7296064,67.130.89.180/23,tv,sony liv,(no genres listed),NO
94-7828165,1661563,54-3550261,9.24.57.242/12,tab,hotstar,Comedy|Drama|Romance,YES
65-5040235,1238022,17-2206525,252.20.171.246/26,mobile,sony liv,Fantasy|Horror|Thriller,NO
60-4520518,1276723,17-5187896,178.137.129.216/9,mobile,hotstar,Action|Comedy|Documentary,YES
06-8528869,1564344,07-3521057,159.188.176.10/2,tab,sony liv,Drama,NO
97-6891446,1774377,77-1775837,66.157.24.220/19,tv,sony liv,Crime|Drama|Thriller,NO
37-1814922,1558926,83-4085166,201.142.52.73/19,mobile,hotstar,Drama|Romance,YES
83-7708892,1555430,96-8885360,249.74.131.108/21,tv,hotstar,Drama,YES
68-4562853,1529020,92-6760347,86.183.159.84/25,mobile,hotstar,Comedy,YES
85-8967241,1291905,28-8722747,104.51.136.9/25,tab,hotstar,Drama,YES
00-6090489,1213257,59-4204836,118.219.55.80/31,tab,sony liv,Comedy|Romance,NO
89-5419702,1388888,28-4897569,230.214.62.255/27,tab,hotstar,Adventure|Drama|Romance,YES
74-6947349,1186232,81-7955248,216.83.11.1/31,tv,hotstar,Comedy|Drama|Romance,YES
94-7303384,1358802,09-2125986,91.209.27.122/10,tab,sony liv,Comedy|Drama|Romance,NO
40-9315253,1703163,43-9190130,201.209.16.154/29,mobile,hotstar,Drama,YES
05-0076534,1581463,26-9744164,16.114.210.58/24,mobile,hotstar,Documentary,YES
94-7212195,1412269,71-2352495,141.82.139.150/19,mobile,hotstar,Documentary,YES
31-8080981,1787696,77-3381113,179.5.7.157/12,tv,hotstar,Drama,YES
16-6191759,1657309,88-4750496,125.218.3.119/28,mobile,hotstar,Adventure|Horror|Sci-Fi,YES
92-0223900,1817813,66-6357323,211.51.215.136/5,mobile,sony liv,Comedy|Romance,NO
98-7415424,1534316,53-8319943,117.133.42.136/13,tab,hotstar,(no genres listed),YES
38-2213101,1304185,56-2165948,227.72.170.90/5,tv,hotstar,Comedy|Horror|Thriller,YES
36-8802750,1714829,64-6119848,88.169.99.15/1,tv,sony liv,Action|Drama|Thriller,NO
00-3469978,1796503,40-4092712,198.196.118.254/10,tv,sony liv,Adventure|Animation|Children|Comedy,NO
23-6323029,1336695,90-2795017,102.233.20.140/8,tv,hotstar,Drama,YES
23-0580308,1879817,10-8003150,181.97.74.169/15,mobile,sony liv,Comedy,NO
60-9241049,1779410,80-2502761,221.101.0.202/20,tab,hotstar,Romance|Thriller,YES
59-4918607,1727640,83-2265976,202.3.140.190/15,tv,hotstar,Horror|Thriller,YES
86-4423118,1119602,04-2144765,235.220.220.225/26,tv,sony liv,Comedy|Drama|Romance,NO
23-2143895,1548375,20-3586540,148.34.105.219/23,tv,sony liv,Drama,NO
59-5987560,1515084,90-5322039,140.25.190.75/1,mobile,hotstar,Comedy,YES
94-8493177,1523394,78-8715062,56.123.86.142/22,tv,sony liv,Sci-Fi,NO
12-7656688,1327436,31-3775113,215.178.214.51/5,tv,sony liv,Comedy|Drama,NO
59-8160774,1769463,01-6085737,121.158.8.126/17,tv,hotstar,Documentary,YES
73-7476711,1454649,67-0264691,70.80.237.105/4,mobile,hotstar,Thriller,YES
97-1088992,1282543,19-9945440,88.208.66.238/30,tv,hotstar,Animation|Sci-Fi,YES
56-7568260,1604148,71-6772690,111.203.226.233/8,tv,sony liv,Comedy|Romance,NO
70-9933708,1461545,52-9788115,30.61.61.192/13,mobile,hotstar,Comedy|Sci-Fi,YES
86-3876118,1579121,86-8473757,205.32.130.145/4,tv,hotstar,Documentary,YES
03-5402670,1662555,98-5788863,35.107.214.34/15,tv,hotstar,Adventure|Fantasy,YES
48-3940793,1451745,65-8342938,252.136.14.178/15,mobile,sony liv,Comedy,NO
09-2115383,1590235,91-7440518,2.249.143.143/31,tv,sony liv,Sci-Fi|Thriller,NO
33-4299086,1610382,45-5824998,51.134.248.104/4,tab,sony liv,Drama|Thriller,NO
96-3089042,1611614,41-3015438,48.91.97.71/21,tab,hotstar,Drama,YES
84-7688300,1790490,96-9490532,22.88.212.98/4,tab,sony liv,Documentary,NO
09-8419825,1396015,10-3066130,17.101.228.80/8,tab,sony liv,Drama,NO
57-3502568,1140019,47-3053501,199.43.120.128/4,mobile,hotstar,Drama,YES
49-5031629,1751876,04-7685797,115.60.40.49/27,tv,hotstar,Action|Comedy,YES
79-9332606,1344543,60-6455812,3.152.203.206/6,tv,hotstar,Drama,YES
48-0166371,1486366,86-8372585,143.102.155.68/11,mobile,hotstar,Comedy|Drama,YES
60-1439197,1862524,36-0641081,184.174.215.183/27,tab,hotstar,Crime|Drama|Mystery,YES
91-3499016,1794199,46-2755086,96.34.81.23/12,tv,hotstar,Drama|War,YES
58-7380407,1114695,30-3060319,238.37.28.200/18,mobile,hotstar,Comedy,YES
13-1734370,1252248,30-8164566,129.155.87.82/16,laptop,hotstar,Documentary,YES
80-7511431,1333603,71-1983907,225.104.76.58/16,tv,hotstar,Thriller,YES
98-4748787,1253927,39-4162900,177.208.54.5/2,tv,sony liv,Action|Drama,NO
87-2119816,1255808,82-9650726,11.103.119.109/30,laptop,sony liv,Adventure|Romance,NO
26-2013870,1777177,14-0963274,158.131.64.210/14,tv,sony liv,Action|Adventure|Comedy,NO
46-3772686,1347859,33-6428721,57.172.227.51/24,mobile,hotstar,Action|Adventure,YES
12-5341139,1179829,41-1231665,114.216.34.97/11,mobile,sony liv,Comedy|Romance,NO
58-0759469,1584896,30-7262097,62.129.54.69/8,mobile,hotstar,Drama|War,YES
14-8334119,1165835,84-2825187,12.86.13.65/16,mobile,hotstar,Action|Adventure|Crime|Sci-Fi|Thriller,YES
22-5687697,1420000,89-4813568,217.36.245.158/11,tv,hotstar,Documentary|Musical,YES
30-8568351,1792340,16-1281036,150.91.218.129/7,tv,hotstar,(no genres listed),YES
04-8044871,1154530,86-3750823,150.72.56.37/4,tv,sony liv,Comedy|Drama,NO
31-0218925,1464283,27-2865990,115.157.237.2/9,tv,sony liv,Drama,NO
95-0314441,1643578,75-9783683,91.90.59.99/20,tv,hotstar,Drama,YES
13-2580706,1724729,22-5113238,193.249.21.175/4,tab,sony liv,Comedy,NO
98-3726322,1305749,42-2202890,150.245.18.8/27,tab,sony liv,Drama,NO
10-4302122,1640580,19-9094343,133.9.178.166/11,tab,sony liv,Drama,NO
91-5727073,1572070,33-3534589,196.215.132.255/13,laptop,hotstar,Adventure|Drama|Western,YES
55-9433395,1719894,90-3679897,87.100.234.217/24,mobile,sony liv,Comedy|Crime|Drama|Western,NO
64-0262001,1179715,06-8043134,194.158.123.238/20,tv,hotstar,Documentary,YES
92-1809298,1648432,42-6167230,106.158.3.26/30,tv,hotstar,Action|Drama,YES
36-1412497,1809085,60-2541826,164.77.56.156/20,tv,sony liv,Documentary,NO
44-6948469,1595096,82-5946593,205.70.25.35/31,tv,sony liv,Children|Fantasy|Sci-Fi,NO
83-1386178,1280201,18-2716870,198.226.249.151/22,mobile,hotstar,Comedy|Drama|Fantasy|Mystery,YES
94-1479262,1512766,91-8960766,198.215.158.90/19,tv,hotstar,Drama,YES
56-0443339,1355440,52-6957373,205.211.143.179/28,laptop,sony liv,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,NO
56-7351158,1237459,59-8467217,13.151.42.112/31,tv,sony liv,Comedy,NO
82-6768202,1874619,92-8658226,100.204.61.203/10,tv,hotstar,Drama,YES
51-4673231,1867397,46-7887754,174.223.108.42/14,tab,sony liv,Drama,NO
16-3251579,1797961,65-8239448,230.239.141.203/10,tv,sony liv,Horror,NO
24-0561122,1773539,45-2718030,153.20.84.167/12,mobile,sony liv,Drama|Romance,NO
23-4801949,1518424,73-7352875,134.25.62.145/18,mobile,hotstar,Adventure|Animation|Children,YES
98-7231645,1833845,18-7931028,101.15.164.125/31,tab,sony liv,Documentary,NO
76-5152251,1728313,70-4863975,156.83.26.9/12,tv,hotstar,Action|Crime|Drama,YES
75-8084316,1611295,17-6582708,177.186.106.218/9,mobile,sony liv,Action|Crime,NO
19-5169153,1680973,19-4315379,11.52.34.65/31,tv,hotstar,Documentary,YES
95-0888707,1325678,11-2253003,244.250.142.226/9,tab,sony liv,Horror,NO
89-0772163,1566812,13-4093406,135.234.47.206/27,tv,hotstar,Drama,YES
37-6525893,1402031,60-7244350,200.129.46.109/4,tab,sony liv,Comedy,NO
44-0745668,1787792,03-8230309,130.69.12.187/11,tv,hotstar,Adventure|Fantasy|Sci-Fi,YES
34-5566907,1893730,37-6827982,28.173.253.41/8,tv,sony liv,Mystery|Thriller,NO
40-5869432,1391963,54-6591553,203.227.177.150/29,mobile,sony liv,Drama,NO
33-4357531,1359833,10-6952480,196.255.56.173/17,tv,hotstar,Western,YES
13-9621181,1860964,98-2157930,129.154.1.216/27,mobile,sony liv,Action|Adventure|Comedy,NO
06-5693309,1397210,56-9157975,139.32.98.51/17,tab,sony liv,Action|Adventure|Sci-Fi|Thriller|IMAX,NO
29-3905966,1300113,26-4157227,123.208.250.249/3,tv,sony liv,Drama,NO
01-8470313,1121978,50-3667145,135.128.230.245/8,tv,sony liv,Action|Sci-Fi,NO
05-8793333,1625109,75-4657581,184.115.178.51/15,tab,sony liv,Horror|Thriller,NO
59-8616939,1591192,20-7304021,162.144.108.154/2,tv,hotstar,Horror,YES
69-1139056,1439117,38-9756152,247.227.64.188/19,tv,sony liv,Comedy,NO
49-1418551,1597948,56-5769456,146.8.106.46/22,tv,sony liv,Action|Crime|Drama|Thriller,NO
20-5251897,1436931,87-5458068,53.195.125.138/31,mobile,hotstar,Drama,YES
98-7420282,1359864,17-4204271,225.196.227.134/5,tab,hotstar,Drama|Romance,YES
32-2586613,1279507,11-8247386,133.97.8.143/3,tv,sony liv,Romance,NO
03-0850300,1250900,29-2483166,255.159.139.50/17,tv,hotstar,Drama,YES
19-1963040,1672101,18-2766181,33.198.225.244/4,mobile,hotstar,Comedy|Drama,YES
86-6297868,1541522,95-5763973,27.171.30.40/31,mobile,hotstar,Comedy,YES
62-6738659,1542760,67-1978598,119.244.57.237/24,tab,sony liv,Documentary,NO
49-1790375,1312890,61-8396607,192.204.62.104/1,tab,hotstar,Comedy|Drama,YES
46-1633058,1575976,67-8919576,123.120.42.175/30,mobile,sony liv,Documentary,NO
35-1026078,1300737,98-9211171,91.8.44.52/14,tab,sony liv,Comedy|Crime|Drama,NO
98-2748343,1579354,11-3685520,89.108.200.167/22,mobile,hotstar,Drama|Romance|War,YES
68-3225576,1165396,99-7443494,183.83.113.222/24,tv,hotstar,Drama|Romance,YES
76-3748301,1845999,15-6198676,121.153.91.125/22,tv,hotstar,Documentary,YES
16-2211764,1836203,11-5530776,137.168.65.76/30,mobile,hotstar,Comedy|Drama,YES
82-7228477,1796884,11-3302869,242.111.59.79/4,mobile,sony liv,Documentary,NO
05-9091496,1545916,48-8136217,192.237.171.190/19,tab,sony liv,Comedy|Drama,NO
21-7157247,1666376,93-3700207,142.39.29.80/11,laptop,sony liv,Drama,NO
93-1144867,1337077,87-6033543,196.23.111.190/21,mobile,sony liv,Comedy|Horror|Romance,NO
97-5467840,1670246,79-0520420,110.114.60.89/19,tv,sony liv,Drama|War,NO
28-3140558,1112826,79-4300907,188.113.60.101/26,tv,hotstar,Adventure|Drama,YES
40-1344313,1321430,59-4742912,173.162.67.49/22,tv,hotstar,Drama,YES
39-2387910,1602400,81-7732751,77.169.90.141/9,mobile,sony liv,Drama,NO
79-7111953,1381249,62-3847353,80.160.159.75/27,mobile,sony liv,Crime|Drama|Romance,NO
61-7544810,1815409,40-2505210,149.128.128.154/15,mobile,hotstar,Animation|Drama|Sci-Fi|IMAX,YES
24-2057176,1762049,83-9851822,56.110.47.254/29,tv,sony liv,Drama,NO
61-6398197,1776853,58-9467908,146.7.12.206/12,tab,hotstar,Horror|Sci-Fi,YES
75-6449287,1234944,97-7165042,37.3.195.154/2,tv,hotstar,Sci-Fi,YES
21-0036310,1185915,57-4296207,140.246.79.136/21,tab,sony liv,Action|Comedy|Crime,NO
14-4882102,1355416,95-9895170,71.30.250.202/29,tv,sony liv,Drama|Romance,NO
36-4362359,1736265,38-9972993,82.190.207.126/11,tv,hotstar,Drama,YES
14-1742839,1258426,57-6373597,44.253.209.239/27,tv,hotstar,Children|Fantasy,YES
78-7655351,1836234,70-7714893,212.163.213.253/24,mobile,sony liv,Comedy,NO
09-5804529,1296879,84-8172459,3.166.110.190/9,tab,sony liv,Drama,NO
98-6963480,1438110,45-9243822,228.131.34.254/15,mobile,sony liv,Crime|Drama,NO
32-0871169,1667627,65-8670150,58.253.8.116/16,laptop,sony liv,Comedy,NO
73-8504115,1862061,43-6020172,131.174.24.36/9,laptop,sony liv,Drama|Thriller,NO
64-1646218,1164275,01-2571294,171.184.197.253/22,tv,hotstar,Action|Crime|Drama|Thriller,YES
21-6543717,1863760,25-4503275,201.68.85.11/18,mobile,sony liv,Drama,NO
94-2657686,1199639,99-1971004,42.105.234.62/26,tv,hotstar,Adventure|Children|Drama,YES
13-7900276,1774959,08-6339866,33.233.20.108/13,mobile,sony liv,Action|Crime|Drama|Romance|Thriller,NO
37-6355883,1388041,56-3247849,163.195.35.31/11,tv,sony liv,Comedy|Crime,NO
66-2266034,1210884,75-0908834,244.133.22.72/18,mobile,hotstar,Western,YES
27-6219542,1365814,61-5099771,176.173.3.107/31,tv,hotstar,Drama|War,YES
94-8072574,1115087,71-0682238,97.220.244.57/5,tv,hotstar,Musical,YES
35-1444544,1875951,30-6493420,196.197.142.95/26,tv,hotstar,Comedy,YES
73-1085262,1243348,00-1125610,66.220.211.172/12,tv,hotstar,Drama|Sci-Fi,YES
59-5143997,1178393,10-8764054,114.10.211.2/12,tv,sony liv,Horror|Mystery,NO
17-4124263,1500502,97-2196110,119.8.82.35/18,tv,hotstar,Drama|Romance,YES
67-3928954,1892811,31-3070018,2.74.232.199/15,tv,sony liv,Comedy,NO
75-7623184,1441760,10-0559658,128.179.184.58/16,mobile,hotstar,Comedy|Musical,YES
51-5839152,1738676,14-9005798,78.114.51.144/7,tab,hotstar,Horror|Thriller,YES
36-9452373,1217305,48-2628572,196.169.45.215/20,tv,hotstar,Sci-Fi|Thriller,YES
68-5113999,1662684,94-3210623,240.220.40.6/1,mobile,hotstar,Drama,YES
02-4867094,1586917,43-6556039,78.108.97.167/8,mobile,sony liv,Comedy|Horror,NO
57-6965390,1754897,41-2472534,215.181.99.208/9,tv,hotstar,Comedy,YES
61-6345539,1857539,45-3039653,87.239.25.107/1,mobile,sony liv,(no genres listed),NO
74-4205281,1463541,97-1258362,110.203.252.137/31,mobile,sony liv,Crime|Mystery|Romance|Thriller,NO
90-8508616,1607360,16-2053396,111.200.127.216/27,tv,sony liv,Adventure|Comedy|Drama,NO
85-9182453,1343586,12-6871319,128.35.54.182/2,laptop,hotstar,Drama|Horror,YES
75-5704913,1109612,36-4491177,69.186.11.57/10,tv,sony liv,Crime|Drama|Thriller,NO
32-1106546,1432750,65-0948238,10.229.201.178/13,tv,sony liv,Action|Comedy|Crime,NO
89-9080187,1902302,29-3555153,169.135.82.222/13,mobile,hotstar,Horror,YES
03-9796310,1519801,62-2449388,6.122.223.88/3,tv,hotstar,Drama,YES
09-3820642,1312718,72-7628784,7.1.168.235/20,mobile,sony liv,Comedy,NO
37-3998780,1554006,18-5393784,118.228.3.88/14,tv,hotstar,Drama,YES
48-9637999,1492967,56-9908381,50.201.14.93/15,laptop,sony liv,Adventure|Drama|War,NO
10-6882130,1442676,99-3602622,101.130.222.34/23,tv,sony liv,Horror,NO
13-0881464,1378210,41-5099521,232.170.27.45/12,mobile,hotstar,Crime|Drama|Mystery|Thriller,YES
41-5615822,1774767,46-2174883,148.9.115.160/14,tv,hotstar,Adventure|Drama,YES
29-6334625,1635448,63-4770910,24.252.117.136/4,tv,hotstar,Drama,YES
70-5099486,1143985,36-8153268,83.217.182.151/11,tab,hotstar,Drama,YES
27-3610464,1670066,37-6016466,87.96.84.233/22,tv,hotstar,Comedy|Documentary,YES
92-2738524,1466670,50-3600265,37.145.36.220/2,tv,hotstar,Drama,YES
03-9903324,1447929,62-9708304,141.34.56.211/17,tv,hotstar,Action|Comedy|Western,YES
27-0006907,1618937,42-4633198,237.176.209.118/30,tv,hotstar,Comedy|Drama,YES
10-4186471,1873573,51-3031536,46.184.212.102/2,tv,sony liv,Comedy,NO
28-4513307,1830977,51-4453404,169.53.255.172/10,tv,hotstar,Comedy|Drama|Romance,YES
46-4779008,1612355,90-9624375,3.56.51.20/20,mobile,hotstar,Documentary,YES
15-4400299,1165234,89-2016466,60.168.121.225/16,tab,sony liv,Comedy|Romance,NO
42-8004828,1825343,65-3266124,0.79.35.199/25,tab,hotstar,Sci-Fi|Thriller,YES
54-9913677,1307369,67-9175583,93.38.67.162/15,mobile,hotstar,Comedy|Romance,YES
79-3265240,1403127,64-6834317,9.162.38.166/12,mobile,hotstar,Animation|Children|Comedy|IMAX,YES
27-8116724,1852152,72-8448223,165.98.198.117/18,mobile,hotstar,Comedy|Drama,YES
75-1434945,1510937,57-6490540,47.18.13.236/21,mobile,sony liv,Documentary,NO
40-3117412,1354791,17-9847991,14.99.228.104/18,mobile,sony liv,Adventure|Drama,NO
90-5031740,1841389,87-9447207,17.28.218.162/5,mobile,hotstar,Action|Adventure|Sci-Fi|IMAX,YES
72-0999935,1854199,32-4063078,22.202.52.7/6,mobile,sony liv,Fantasy|Horror|Thriller,NO
51-4393412,1256236,88-4770141,174.159.100.3/5,tv,hotstar,Documentary,YES
27-0609335,1503339,09-2763251,49.24.89.219/5,mobile,sony liv,Comedy|Drama,NO
