UserId,EventType,SessionStart,Timezone,Subscribed,Platform,PartnerId,ApplicationVersion,Location,Hardware,OperatingSystem,PremiumContentType,NetworkType,ConnectionSpeed,VideoType,PlayerName,PlayerVersion,ContentFormat,DRM,CDN,DeliveryProtocol,Playing_rate,StartingBitrate,Video_resolution,Start_position,End_position,DeviceId,Video_position,Duration
jacquelinesmith,pause,2021-10-28 22:36:58,Asia/Muscat,FALSE,Android,sonyliv,5.3,Dharmavaram,Android Phone,Android,No,DSL,20.67106618,Movie,,,HLS,Widevine,Cloudfront,Akamai,,8.2,720p,00:52,02:39,720GE-I02c9-2C5QN-cP8mU,01:39,2828
vegaricky,play,2021-05-15 22:15:47,America/Tegucigalpa,TRUE,Android,sonyliv,5.1,Jalna,Android TV,Android,No,DSL,53.82851035,Documentary,,,DASH,PlayReady,Akamai,Akamai,,5.1,720p,00:17,01:07,068Rv-H62k1-2B1ri-Pn0Xz,00:23,370
arthurwalton,play,2021-01-27 01:49:31,Asia/Choibalsan,FALSE,Browser,sonyliv,4,Nandyal,PC/Laptop,Windows,Yes,DSL,76.68316814,Series,,,DASH,PlayReady,Akamai,Akamai,,9.7,720p,00:47,00:55,997Kk-p54w9-9b4tr-fF1Nw,00:47,9
louiscoleman,stop,2021-07-23 10:31:29,Africa/Malabo,TRUE,Browser,sonyliv,4.1,Rohtak,PC/Laptop,Windows,Yes,Mobile,46.18461735,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,6.1,480p,00:47,02:07,490KV-G72R7-1Z2EU-TK3lG,01:38,3051
shawn06,stop,2021-06-02 18:23:46,Pacific/Funafuti,TRUE,Browser,hotstar,6.5,Raebareli,PC/Laptop,MacOS,No,DSL,78.63962458,Movie,,,DASH,Widevine,Cloudfront,Akamai,,10,720p,01:28,01:45,457Dj-o05B1-4e1ni-Db8yU,01:30,159
xtorres,stop,2021-02-27 05:11:59,Africa/Nouakchott,TRUE,Android,sonyliv,6.8,Barnala,Android Phone,Android,No,Mobile,56.40149506,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,9.2,480p,02:22,02:31,068GJ-a60o3-5r9BT-oo7Hd,02:29,448
brian47,stop,2021-02-26 02:29:49,Pacific/Tarawa,TRUE,iOS,hotstar,3.1,Kollam,iPhone,iOS,No,DSL,53.27595938,Series,,,HLS,Widevine,Cloudfront,Akamai,,5.2,480p,00:23,00:34,548Sw-g59w6-4W4Wj-Qn9Xv,00:32,569
smithjordan,stop,2021-09-11 19:31:27,Africa/Monrovia,TRUE,iOS,sonyliv,2.8,Junagadh,iPhone,iOS,Yes,Mobile,53.83382283,Movie,,,DASH,Widevine,Akamai,Akamai,,5.6,1080p,01:15,02:45,907Vf-G08B5-9j3JZ-Sp5rb,02:18,3802
gibsontiffany,stop,2021-08-12 14:09:39,Europe/Riga,FALSE,Browser,sonyliv,1.3,Jammu[14],PC/Laptop,Windows,No,DSL,88.78210547,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,8.4,480p,00:39,01:13,243PJ-m66x9-0C0Mx-PL4Vw,01:10,1884
ddennis,pause,2021-04-08 06:33:21,Asia/Thimphu,FALSE,FireTV,sonyliv,1.3,Thanesar,FireTV,Android,Yes,DSL,3.847333806,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,6.9,720p,01:55,02:01,976lY-E88m8-4B5LT-fs2mY,01:56,52
sierranelson,stop,2021-04-24 14:53:27,Asia/Jerusalem,TRUE,iOS,sonyliv,3.9,Singrauli,Apple TV,iOS,Yes,DSL,57.03473176,Documentary,,,HLS,PlayReady,Cloudfront,Cloudfront,,8.5,480p,00:08,01:02,803pr-w95W3-0c7hO-vx4Xv,00:51,2581
kristysilva,pause,2021-06-05 20:49:44,Europe/Luxembourg,FALSE,iOS,sonyliv,1.7,Karawal Nagar,iPhone,iOS,No,Mobile,93.14722778,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,9.9,720p,00:10,00:26,890pS-H94l3-6u6ia-Vu7eG,00:18,477
jacksonanthony,skip,2021-02-19 21:58:35,America/Panama,FALSE,FireTV,sonyliv,6.5,Ludhiana,FireTV,Android,No,Mobile,9.440202489,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,7.2,480p,00:18,01:09,612WW-p15S4-3P0vI-gx1GI,00:23,274
misty52,play,2021-09-22 22:46:12,Asia/Aden,FALSE,iOS,sonyliv,3.7,Malda,Apple TV,iOS,No,Mobile,26.98402352,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.7,720p,00:47,01:18,406BU-M64T9-4l7xz-Mf7JO,01:12,1489
fhenry,skip,2021-06-18 23:15:26,Africa/Lubumbashi,TRUE,iOS,sonyliv,1.6,Jehanabad[35],iPhone,iOS,Yes,DSL,8.880653729,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,7.5,480p,00:17,00:21,962Bf-y83L8-7t9KR-iq6vw,00:19,160
kenneth12,play,2021-03-29 14:49:05,Asia/Tokyo,TRUE,Android,hotstar,3.5,Jaunpur,Android TV,Android,Yes,Mobile,52.21517421,Documentary,,,HLS,Widevine,Akamai,Akamai,,9.2,1080p,00:51,01:11,333iS-M97I0-9S7uh-FV7Zg,01:02,654
aguilarkim,pause,2021-09-19 00:11:44,Asia/Beirut,FALSE,FireTV,hotstar,1.6,Berhampore,FireTV,Android,Yes,Mobile,78.28004209,Documentary,,,HLS,PlayReady,Akamai,Akamai,,6.3,480p,00:56,01:26,163As-q32C6-8k1tv-os0ce,01:02,326
catherineryan,pause,2021-05-30 02:08:43,Africa/Sao_Tome,FALSE,Android,sonyliv,3.4,Eluru[23],Android TV,Android,No,Mobile,67.61667576,Documentary,,,HLS,Widevine,Akamai,Akamai,,6.9,480p,00:11,01:00,734Cr-U07g6-6j4JX-Pz8xA,00:12,39
lauren39,pause,2021-10-25 01:26:34,Asia/Riyadh,FALSE,iOS,hotstar,2.1,Munger,Apple TV,iOS,Yes,Mobile,99.16446964,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,6.5,1080p,00:05,01:21,651wO-i25s0-0T6Ws-ln8ub,00:39,2075
jeffreypowell,stop,2021-09-17 18:28:32,Asia/Singapore,TRUE,Android,sonyliv,5.9,Singrauli,Android TV,Android,Yes,DSL,34.21611392,Documentary,,,DASH,Widevine,Akamai,Akamai,,8,480p,01:13,01:26,094OU-R20T0-6l9bN-yN9vU,01:18,338
courtneymartin,pause,2021-01-24 07:51:08,Asia/Singapore,FALSE,FireTV,hotstar,2,Akola,FireTV,Android,No,Mobile,24.15947592,Series,,,HLS,Widevine,Akamai,Akamai,,5.3,480p,00:44,00:49,675gg-L05G2-5e8xg-DG5uI,00:47,177
jhorn,play,2021-01-03 02:02:06,Asia/Kuching,TRUE,Browser,hotstar,6.5,Rourkela,PC/Laptop,MacOS,No,Mobile,19.03279524,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,6.3,720p,00:41,00:56,577fW-Y55r2-8I8Pw-UF4CX,00:55,838
karenjordan,pause,2021-04-07 10:02:13,Europe/Rome,TRUE,Browser,hotstar,1.4,Jammu[14],PC/Laptop,Windows,No,DSL,74.15460147,Series,,,HLS,PlayReady,Akamai,Cloudfront,,7,1080p,00:54,00:57,954EN-X20w1-2z2Tr-cq1Dn,00:54,25
danielwelch,pause,2021-09-03 22:41:21,Africa/Banjul,FALSE,iOS,sonyliv,1.8,Kavali,Apple TV,iOS,No,DSL,20.13681462,Movie,,,HLS,PlayReady,Akamai,Akamai,,9.1,1080p,01:44,01:48,162Av-D51u7-2C5Ct-ze2IG,01:45,62
emilyclark,skip,2021-09-06 21:54:34,Pacific/Apia,TRUE,Android,hotstar,3.2,Muzaffarpur,Android Phone,Android,No,Mobile,68.57235434,Documentary,,,HLS,PlayReady,Akamai,Akamai,,7.5,480p,00:23,01:02,262DF-t26C9-8m2qe-EH0ve,00:54,1844
jacobsbryan,skip,2021-03-21 02:28:48,Europe/Helsinki,TRUE,iOS,sonyliv,2.6,Mirzapur,iPhone,iOS,No,Mobile,10.92695586,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,5.5,2K,00:08,01:23,548do-Y29V8-3Y6DU-Se9et,00:21,730
ylove,play,2021-06-26 02:40:11,Africa/Conakry,FALSE,Browser,sonyliv,4.8,Katni,PC/Laptop,Windows,No,Mobile,88.39716188,Documentary,,,DASH,Widevine,Akamai,Akamai,,10,2K,00:56,01:10,928lm-G77u8-7L9ge-cd2zY,01:02,398
karen40,pause,2021-02-26 14:30:35,America/Managua,TRUE,Android,sonyliv,4.1,Tiruchirappalli[10],Android TV,Android,No,DSL,39.60028721,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,8.1,720p,00:35,01:13,138pF-e41J8-9T7qy-Sr4uB,01:10,2115
hannahwilliams,pause,2021-04-05 08:01:00,Africa/Lome,FALSE,FireTV,hotstar,4.8,Rajahmundry[19][20],FireTV,Android,No,Mobile,10.57820142,Series,,,DASH,Widevine,Cloudfront,Cloudfront,,5.9,480p,00:10,00:20,946Ef-u14f7-6A1pJ-PZ0Vc,00:19,512
reynoldsjohn,play,2021-04-29 02:40:06,Asia/Katmandu,FALSE,FireTV,hotstar,6.1,Karaikudi,FireTV,Android,No,Mobile,19.61992328,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,7.4,1080p,01:02,03:10,421Ca-r07k1-0Y8or-Mz1ux,02:05,3815
aliciastout,stop,2021-03-29 07:00:07,Asia/Brunei,TRUE,iOS,sonyliv,4.1,Budaun,Apple TV,iOS,No,Mobile,55.53336714,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,9,720p,00:39,01:18,277kO-Q09f2-1E6An-jl0ZZ,00:47,477
andrewgentry,stop,2021-03-09 07:19:24,Africa/Freetown,FALSE,Android,hotstar,3.8,Rampur,Android TV,Android,Yes,Mobile,68.75058552,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,10,480p,00:32,01:28,817aR-H35M0-6r0Er-qT7gN,00:50,1122
carriemorgan,stop,2021-09-13 08:21:28,Indian/Maldives,TRUE,Android,sonyliv,3.2,Tiruppur,Android Phone,Android,Yes,Mobile,71.90297026,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,9.1,720p,01:10,01:19,687Oy-N52c3-2g0Gj-kP7vg,01:10,22
pollardbenjamin,skip,2021-05-26 03:52:07,Africa/Khartoum,FALSE,iOS,hotstar,6.9,Cuttack,Apple TV,iOS,Yes,DSL,73.76187674,Movie,,,HLS,Widevine,Akamai,Akamai,,8.7,1080p,00:00,03:14,511AE-F64n2-9I1xK-Mo4xI,01:28,5258
hallbrian,skip,2021-01-04 07:26:12,Africa/Addis_Ababa,FALSE,Android,hotstar,4.1,Moradabad,Android Phone,Android,Yes,DSL,92.23586539,Documentary,,,HLS,Widevine,Cloudfront,Cloudfront,,9,720p,00:15,01:28,106gl-g66E0-0x6rn-VD0Xc,01:18,3804
petersonallison,play,2021-10-01 05:45:04,Pacific/Palau,FALSE,iOS,sonyliv,3,Ahmednagar,iPhone,iOS,Yes,DSL,62.64067029,Movie,,,HLS,Widevine,Cloudfront,Cloudfront,,9.1,480p,01:42,01:45,337OB-a50p1-4V7Gl-aD6nu,01:42,15
katie56,stop,2021-10-02 15:00:21,Asia/Tehran,TRUE,iOS,hotstar,5.2,Dehri[28],iPad,iOS,No,DSL,64.05988548,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,9,720p,00:08,01:14,412oR-g43P4-3d7AB-mL8Cv,00:20,714
mcbridecharles,skip,2021-02-19 17:54:18,Africa/Johannesburg,FALSE,Android,hotstar,2.2,Vasai-Virar,Android TV,Android,Yes,Mobile,21.34326556,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.8,720p,00:37,00:57,914rF-d84P1-1z6Lf-xY2Ax,00:43,339
nparks,pause,2021-04-16 11:38:10,Asia/Tehran,TRUE,Android,hotstar,5.2,Dindigul,Android Phone,Android,Yes,Mobile,82.88648555,Series,,,DASH,Widevine,Cloudfront,Cloudfront,,6.7,480p,00:32,00:36,409qV-Y38L0-2N7Ln-cT1zl,00:34,143
petersontheresa,pause,2021-02-19 15:50:37,Africa/Accra,FALSE,iOS,sonyliv,6,Rohtak,iPad,iOS,No,Mobile,40.89356414,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,6.3,720p,00:20,01:14,693WV-b34Q4-4s2jy-qw8qQ,00:37,1034
daviddavis,skip,2021-05-13 20:21:35,Europe/Brussels,TRUE,FireTV,sonyliv,1.3,Durgapur,FireTV,Android,Yes,Mobile,12.84635068,Movie,,,DASH,Widevine,Akamai,Akamai,,6.7,1080p,02:03,03:00,497ji-o88l8-7E6pb-ZB9Jn,02:57,3205
weaversara,stop,2021-03-05 12:52:29,America/Cuiaba,TRUE,FireTV,hotstar,6.8,Jalgaon,FireTV,Android,Yes,Mobile,35.48803472,Movie,,,HLS,Widevine,Cloudfront,Cloudfront,,7.8,4K,01:04,02:01,456PQ-L02D7-5i4Fu-of3Dd,01:42,2314
mccartyedward,pause,2021-04-22 20:07:17,Indian/Comoro,FALSE,FireTV,sonyliv,3,Pudukkottai,FireTV,Android,No,DSL,90.46918434,Series,,,DASH,Widevine,Cloudfront,Cloudfront,,5.6,480p,00:20,00:34,855Zg-G46a4-5E6rf-eg5HI,00:27,447
mbarker,stop,2021-05-14 02:55:01,Africa/Asmera,FALSE,FireTV,hotstar,4.6,Batala,FireTV,Android,Yes,Mobile,58.76911617,Movie,,,DASH,Widevine,Cloudfront,Akamai,,9.3,1080p,01:56,02:52,146iT-I20s9-7v6Mb-Kr3Fe,02:18,1355
franklinjustin,skip,2021-10-14 05:12:24,Asia/Kuwait,FALSE,FireTV,sonyliv,3.9,Belgaum,FireTV,Android,Yes,DSL,28.03350264,Documentary,,,HLS,Widevine,Akamai,Akamai,,9.6,480p,01:02,01:28,389yb-j28U7-3N6mN-ey7wr,01:27,1482
audreymcintosh,stop,2021-10-13 10:56:20,Asia/Tokyo,TRUE,Browser,sonyliv,5.2,Ratlam,PC/Laptop,Windows,No,DSL,99.01435415,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,7,720p,00:25,00:45,835zl-J33G0-5X9CK-Wk6dN,00:37,701
jackie83,skip,2021-04-06 11:28:07,Africa/Mogadishu,FALSE,Android,sonyliv,4.5,Bijapur,Android Phone,Android,No,Mobile,63.10673841,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,8.1,480p,00:13,00:28,448aU-I42Y0-8y8wv-XA9uD,00:21,453
lynndavid,play,2021-07-21 07:56:02,Africa/Lagos,TRUE,Android,hotstar,1.2,Kapurthala,Android TV,Android,Yes,DSL,11.28398631,Series,,,HLS,PlayReady,Akamai,Cloudfront,,7.5,480p,00:23,00:27,590nY-p30W9-6u4em-pt6vP,00:26,193
mcdowellanna,pause,2021-07-06 10:20:48,Africa/Addis_Ababa,FALSE,Browser,sonyliv,2.3,Dibrugarh,PC/Laptop,Linux/Unix,No,DSL,59.50182748,Series,,,DASH,PlayReady,Cloudfront,Akamai,,6.7,720p,00:02,00:31,272nt-Z21G5-0p9dz-gt6WB,00:07,280
connorwright,play,2021-01-01 04:23:32,Asia/Phnom_Penh,FALSE,Browser,sonyliv,1.3,Shivpuri,PC/Laptop,Windows,No,Mobile,25.28697128,Documentary,,,HLS,Widevine,Akamai,Akamai,,8.1,1080p,00:28,01:08,853la-A01B9-9Y0dX-Yz2Lg,00:28,1
raymondbryant,skip,2021-07-31 23:20:53,Africa/Nairobi,TRUE,Browser,hotstar,4.7,Asansol,PC/Laptop,MacOS,Yes,Mobile,37.24208305,Movie,,,HLS,PlayReady,Akamai,Cloudfront,,8.2,480p,02:26,03:14,957nr-m18k4-6N8tO-mQ5yq,03:09,2548
robinsoncameron,stop,2021-02-21 01:52:00,Atlantic/Reykjavik,FALSE,FireTV,hotstar,6.7,Bokaro,FireTV,Android,Yes,Mobile,31.40142301,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,7.8,1080p,00:02,01:04,027Sy-S54p8-3z4ty-Qn3Yh,01:00,3493
qberry,pause,2021-08-01 10:49:55,Africa/Porto-Novo,FALSE,Browser,sonyliv,5.7,Katihar,PC/Laptop,Linux/Unix,Yes,Mobile,2.658135145,Series,,,DASH,PlayReady,Cloudfront,Akamai,,5.7,4K,00:07,00:22,607wI-H07Y6-9b5CU-LA9yT,00:14,436
danfoster,stop,2021-04-24 19:23:16,America/Guyana,FALSE,iOS,sonyliv,4.2,Hoshiarpur,iPhone,iOS,Yes,DSL,73.85427564,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,7.1,720p,00:47,01:29,890hP-G63x0-4Y7YS-Xt5uV,00:59,739
tricia58,pause,2021-09-14 18:10:18,Pacific/Guadalcanal,FALSE,Android,sonyliv,2.8,Bilaspur,Android Phone,Android,Yes,Mobile,41.30907081,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,6.9,480p,01:28,02:15,786aD-w61t2-8t5Cy-gm0ml,02:08,2377
stephaniesmith,pause,2021-03-26 02:16:45,Asia/Riyadh,FALSE,iOS,hotstar,5,Raichur,iPad,iOS,No,DSL,29.19672608,Movie,,,HLS,Widevine,Cloudfront,Akamai,,9.7,720p,01:00,02:24,037eC-V60U6-0t4Pn-UB3qN,01:45,2721
spencercharles,skip,2021-06-28 01:54:11,Europe/Belgrade,TRUE,Browser,sonyliv,3.6,Jodhpur,PC/Laptop,Linux/Unix,No,DSL,38.10409204,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,6.5,480p,00:58,01:16,827jR-I98N7-7z1tP-nm0Ry,01:09,702
oliverwillie,pause,2021-06-16 18:09:21,Pacific/Tongatapu,TRUE,Browser,sonyliv,6.2,Mathura,PC/Laptop,Linux/Unix,Yes,DSL,46.22863045,Series,,,HLS,Widevine,Cloudfront,Akamai,,10,2K,00:28,00:33,712wL-Y61H2-3c6bZ-hM5Dt,00:32,243
rogersxavier,play,2021-05-20 21:55:35,Pacific/Kiritimati,TRUE,Browser,sonyliv,4.5,Bhagalpur,PC/Laptop,Windows,No,DSL,7.125446687,Movie,,,DASH,Widevine,Akamai,Cloudfront,,6.2,720p,02:32,03:01,539kY-Q90M3-9D2Pq-Ff8eo,02:56,1488
darrellthompson,play,2021-06-08 18:15:45,Europe/Brussels,TRUE,iOS,hotstar,4,Gandhinagar,iPhone,iOS,No,Mobile,76.81549224,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,7.4,480p,00:01,00:30,131Zo-a55I4-7W1Ip-tj8KV,00:11,623
sullivanerika,play,2021-07-07 11:40:15,Africa/Abidjan,FALSE,Android,hotstar,1.3,Pune,Android TV,Android,No,DSL,45.39258902,Series,,,DASH,PlayReady,Akamai,Cloudfront,,8.1,480p,00:07,00:29,507ov-a65j2-7W9Ci-qC7Xa,00:11,254
jermainewallace,skip,2021-09-04 09:13:25,Africa/Kigali,TRUE,iOS,hotstar,3.5,Mahbubnagar,Apple TV,iOS,No,DSL,13.87022791,Movie,,,DASH,Widevine,Akamai,Akamai,,8.4,480p,00:14,03:07,586vH-Y41T7-8H4Fs-iD9cZ,02:06,6679
mosskatelyn,skip,2021-07-08 21:58:57,America/Jamaica,TRUE,Browser,hotstar,4.9,Uluberia,PC/Laptop,Linux/Unix,No,Mobile,62.71000257,Movie,,,HLS,PlayReady,Akamai,Akamai,,6.6,1080p,00:48,02:18,156SR-D32a1-2g3tC-zU8SF,00:57,550
carrierivera,stop,2021-04-29 18:02:14,Africa/Porto-Novo,FALSE,FireTV,sonyliv,3.3,Eluru[23],FireTV,Android,No,DSL,65.84406231,Movie,,,DASH,Widevine,Akamai,Akamai,,8.2,480p,00:16,02:51,804bN-E35O8-5M1mG-tw0oV,02:49,9150
jeffreyabbott,play,2021-01-27 22:11:27,Asia/Bahrain,TRUE,iOS,hotstar,2,Karaikudi,Apple TV,iOS,Yes,DSL,72.81367244,Series,,,DASH,Widevine,Akamai,Cloudfront,,9.3,480p,00:04,00:36,649FN-J63R9-4i7ro-Ad7JR,00:31,1641
fgonzalez,skip,2021-02-06 18:09:45,Europe/Helsinki,FALSE,FireTV,hotstar,3.7,Bhatpara,FireTV,Android,No,DSL,92.52490367,Movie,,,HLS,Widevine,Akamai,Cloudfront,,6.7,480p,01:11,03:02,776qV-U06w3-1F4zQ-tI1VL,01:19,468
laura26,skip,2021-09-10 02:15:19,Indian/Mahe,TRUE,FireTV,sonyliv,2,Parbhani,FireTV,Android,Yes,DSL,79.6598479,Movie,,,HLS,PlayReady,Akamai,Akamai,,5.5,480p,02:15,02:56,468th-Y29Y9-7p0QN-Au8GG,02:22,430
michael11,stop,2021-03-20 16:46:14,America/Rio_Branco,TRUE,FireTV,sonyliv,5.5,Tumkur,FireTV,Android,Yes,Mobile,42.05609392,Documentary,,,DASH,PlayReady,Akamai,Akamai,,7.6,720p,00:59,01:28,222Xc-e40F4-8T6hA-dq0eP,01:05,339
mackalbert,stop,2021-04-18 04:54:25,Asia/Thimphu,TRUE,iOS,hotstar,4.6,Singrauli,iPad,iOS,No,DSL,86.86564235,Series,,,HLS,PlayReady,Cloudfront,Cloudfront,,9.8,480p,00:24,00:31,454aW-S78S9-3j3Uw-tE3dq,00:27,200
pamela94,stop,2021-01-23 12:11:21,America/Argentina/Mendoza,TRUE,Android,hotstar,1.9,Raichur,Android Phone,Android,Yes,Mobile,16.72991581,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,8.6,1080p,00:10,02:46,369Rc-r47G7-8j9fq-UH6ij,01:50,5989
angelajohnson,stop,2021-02-01 01:33:05,Asia/Bahrain,FALSE,iOS,hotstar,2.6,Phusro,iPad,iOS,No,DSL,44.55372529,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,7.1,1080p,01:02,01:20,328UF-d66Z2-7y4Pk-wy7ec,01:12,625
evanvelasquez,skip,2021-07-26 23:13:53,Africa/Lagos,TRUE,Browser,hotstar,1.1,Raigarh,PC/Laptop,MacOS,No,Mobile,25.12726157,Series,,,HLS,Widevine,Cloudfront,Akamai,,8.8,720p,00:13,00:42,261Dy-r93R8-9o9dd-Sg1zT,00:38,1509
williamalvarado,skip,2021-08-27 19:39:24,America/Costa_Rica,TRUE,Browser,hotstar,4.2,Ajmer,PC/Laptop,Windows,No,Mobile,92.22153836,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,5.1,720p,00:35,01:20,418ti-I45U0-2o5dk-ow1zX,00:59,1475
sethconrad,stop,2021-10-14 13:34:54,Africa/Khartoum,TRUE,Browser,hotstar,6.4,Hazaribagh,PC/Laptop,Linux/Unix,No,DSL,78.51738904,Movie,,,DASH,Widevine,Cloudfront,Akamai,,7.5,720p,00:16,03:07,172LX-u60s3-5r5YQ-Yy5wu,02:55,9564
mcdanielamber,play,2021-05-28 22:11:15,Africa/Kampala,FALSE,iOS,sonyliv,2,Chandigarh,iPhone,iOS,No,DSL,35.56940278,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,8.9,720p,01:54,02:24,539GM-N29B5-7y9aK-CA5AJ,02:20,1515
thomasking,play,2021-04-06 23:16:55,Asia/Kabul,FALSE,Android,hotstar,6.1,Imphal,Android TV,Android,Yes,DSL,66.66801422,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,7.1,480p,00:12,00:45,682fm-l48X9-7Q8RQ-gY5VX,00:29,1030
derek81,play,2021-08-12 13:25:59,Europe/Istanbul,FALSE,iOS,sonyliv,5.5,Bangalore,Apple TV,iOS,No,Mobile,67.17451297,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,9.4,720p,00:19,02:26,372Ar-p30r9-6D8rW-cW9bZ,00:34,886
samantha51,play,2021-03-19 05:13:41,America/Argentina/Rio_Gallegos,TRUE,FireTV,hotstar,4.7,North Dum Dum,FireTV,Android,No,DSL,7.006346974,Series,,,DASH,PlayReady,Akamai,Akamai,,8.5,720p,00:16,00:44,981zP-m45L6-3j0nY-Fj4qP,00:44,1669
emilyclark,skip,2021-05-16 01:42:12,Africa/Gaborone,TRUE,FireTV,sonyliv,1.3,Hospet,FireTV,Android,Yes,Mobile,77.62417509,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,8.2,720p,00:44,01:03,941sq-G12P2-6J0wi-he1Gi,00:56,725
williamflores,pause,2021-01-13 15:33:14,Asia/Kabul,FALSE,iOS,hotstar,2.3,Mohali,iPhone,iOS,No,DSL,47.36350195,Series,,,DASH,PlayReady,Akamai,Cloudfront,,9.7,1080p,00:50,00:52,945vv-P59A1-6o4Lg-iv4DH,00:51,53
aliciastout,stop,2021-01-14 01:22:02,Asia/Dushanbe,FALSE,iOS,sonyliv,5.5,Tiruvottiyur,Apple TV,iOS,No,DSL,96.98793055,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,7.1,4K,01:44,02:06,406NX-L80Q5-3m8ys-xp1gQ,01:56,717
virginia61,play,2021-07-03 19:25:01,Asia/Rangoon,TRUE,Android,hotstar,2.5,Kadapa[18],Android Phone,Android,No,DSL,52.49332689,Movie,,,DASH,Widevine,Akamai,Akamai,,6.8,480p,00:00,02:52,112ho-t44T1-9U6PQ-AD6xy,01:57,7040
riverashannon,play,2021-01-18 01:24:30,Europe/Zurich,TRUE,Android,hotstar,4.2,Hisar,Android Phone,Android,Yes,DSL,67.21253436,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,6.2,1080p,00:09,01:28,868IX-o63r0-6l0Zv-sS2Jt,00:48,2317
austinhuff,skip,2021-06-18 07:49:28,Pacific/Port_Moresby,TRUE,iOS,sonyliv,3.5,Amaravati,iPhone,iOS,No,Mobile,31.37301513,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,8.5,480p,00:47,01:01,624Rs-L53n1-6I3Rz-JD8zQ,00:51,256
ogutierrez,play,2021-07-08 20:30:09,Europe/Skopje,FALSE,FireTV,sonyliv,3.6,Kochi,FireTV,Android,Yes,Mobile,34.71139241,Series,,,HLS,Widevine,Akamai,Akamai,,5,720p,00:40,00:50,102AZ-U91s0-6P9jP-iT0iV,00:48,467
georgejames,stop,2021-09-06 00:38:36,Pacific/Fiji,TRUE,Browser,sonyliv,3.9,Deoghar,PC/Laptop,Windows,Yes,Mobile,84.53263253,Movie,,,DASH,Widevine,Akamai,Cloudfront,,8.7,1080p,01:45,02:16,624Rs-L53n1-6I3Rz-JD8zQ,01:54,563
gloversheila,play,2021-04-29 17:18:04,Europe/Belgrade,TRUE,FireTV,hotstar,2.5,Asansol,FireTV,Android,No,DSL,26.13210148,Series,,,HLS,Widevine,Akamai,Cloudfront,,8.2,480p,00:32,00:57,250EG-s81j6-3k3OZ-nJ9Gn,00:51,1143
bennettaustin,pause,2021-03-03 07:55:06,Asia/Brunei,FALSE,iOS,sonyliv,2.9,Junagadh,Apple TV,iOS,Yes,Mobile,17.49601321,Documentary,,,HLS,Widevine,Cloudfront,Cloudfront,,9.3,480p,00:05,01:22,103fp-M60O3-4C7sh-vV4FO,01:16,4263
rcampbell,skip,2021-07-05 19:03:38,Pacific/Port_Moresby,TRUE,Browser,sonyliv,2.5,Eluru[23],PC/Laptop,Windows,No,Mobile,51.78467098,Movie,,,HLS,Widevine,Cloudfront,Akamai,,8.1,480p,00:32,02:09,614Sk-f96w2-1w1xQ-tA2LH,00:35,184
kerrkatherine,skip,2021-06-13 10:11:56,Indian/Mauritius,TRUE,Android,hotstar,4.7,Dimapur,Android TV,Android,No,DSL,75.12327101,Documentary,,,HLS,Widevine,Akamai,Akamai,,7.7,4K,00:43,01:25,250BN-O78w0-5y4IN-jG7Ej,01:15,1947
finleystephen,pause,2021-03-03 05:36:15,Africa/Harare,TRUE,Android,sonyliv,3.5,Kochi,Android TV,Android,No,DSL,11.33976331,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.8,720p,00:41,03:01,650WH-e28v1-2s2PM-JK0Lx,01:06,1503
